,Overall Qual,MS SubClass,Full Bath,Half Bath,Fireplaces,Gr Liv Area,Year Built,Year Remod/Add,Garage Area,TotRms AbvGrd,Open Porch SF,Wood Deck SF,Lot Area,MS Zoning,Lot Config,Condition 1,Bldg Type,House Style,Roof Style,Exterior 2nd,Exter Qual,Foundation,Heating QC,Sale Type,Kitchen Qual,Neighborhood,Lot Shape,SalePrice,Area_x_Rooms
1705,4,180,1,0,0,630,1970,1970,0.0,3,0,0,1936,RM,Inside,Norm,Twnhs,SFoyer,Gable,CmentBd,TA,CBlock,Gd,WD ,TA,MeadowV,Reg,84500,1890
1196,6,20,2,0,1,1256,1986,1986,578.0,6,0,282,18265,RL,Corner,Norm,1Fam,1Story,Gable,HdBoard,Gd,CBlock,Ex,WD ,Gd,Timber,Reg,180000,7536
519,10,160,2,1,1,2393,1998,1999,846.0,7,90,0,3951,FV,Inside,Norm,TwnhsE,2Story,Gable,MetalSd,Ex,PConc,Ex,WD ,Ex,Somerst,IR1,345000,16751
2026,7,70,2,1,1,1718,1927,1992,264.0,8,0,291,7230,RL,Inside,Norm,1Fam,2.5Unf,Gable,VinylSd,TA,BrkTil,Gd,WD ,Gd,Crawfor,Reg,238000,13744
402,5,20,1,0,0,894,1976,1976,308.0,5,0,365,10650,RL,Corner,Norm,1Fam,1Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,CollgCr,Reg,128200,4470
80,5,70,1,0,0,1232,1910,1950,480.0,6,0,280,4571,RM,Inside,Norm,1Fam,2Story,Gable,MetalSd,TA,BrkTil,Ex,WD ,TA,OldTown,Reg,114000,7392
1383,4,20,1,0,0,894,1954,1954,400.0,5,0,0,9450,RL,Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,CBlock,Ex,WD ,TA,Edwards,Reg,110000,4470
1716,6,30,1,0,0,790,1930,1950,160.0,4,141,0,6292,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,BrkTil,TA,WD ,TA,SWISU,Reg,91000,3160
1990,8,60,2,1,1,2332,2004,2004,756.0,9,142,224,10574,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Ex,NridgHt,IR1,316000,20988
460,5,20,1,0,0,960,1955,1955,330.0,5,70,0,9768,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,Gd,WD ,TA,NAmes,Reg,122000,4800
1820,6,60,3,0,0,1496,2007,2007,572.0,7,0,100,15810,RL,Inside,RRAn,1Fam,2Story,Gable,VinylSd,Gd,CBlock,Ex,New,Gd,Gilbert,IR1,181755,10472
1659,5,20,1,0,1,864,1961,2007,420.0,5,0,132,8100,RL,Inside,Feedr,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,Ex,WD ,Gd,Sawyer,Reg,135000,4320
1596,5,30,1,0,0,1073,1921,1968,326.0,4,0,0,5400,RL,Corner,Norm,1Fam,1Story,Gable,MetalSd,TA,BrkTil,Ex,WD ,TA,OldTown,Reg,108480,4292
1993,5,70,1,1,0,1784,1914,1950,180.0,9,40,203,13132,RL,Inside,Norm,1Fam,2Story,Gable,Wd Sdng,TA,BrkTil,Gd,WD ,TA,Crawfor,Reg,138887,16056
71,7,20,3,0,0,2032,1996,1997,786.0,7,46,0,23730,RL,Inside,Norm,1Fam,1Story,Gable,MetalSd,Gd,PConc,Ex,WD ,Gd,Mitchel,IR2,300000,14224
1008,6,120,2,0,0,1337,1998,1998,405.0,5,199,0,4500,RM,FR2,Norm,TwnhsE,1Story,Hip,VinylSd,TA,PConc,Ex,WD ,TA,Mitchel,Reg,153500,6685
560,4,50,1,0,2,1788,1957,1989,304.0,8,0,120,11250,RL,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,CBlock,Ex,WD ,TA,ClearCr,Reg,161500,14304
1071,5,85,1,0,0,999,1962,1962,300.0,6,72,150,10205,RL,Inside,Norm,1Fam,SFoyer,Gable,MetalSd,TA,CBlock,TA,WD ,TA,NAmes,IR1,134500,5994
225,5,20,2,0,0,1114,2003,2004,576.0,6,42,0,12450,RL,Inside,RRAe,1Fam,1Story,Gable,VinylSd,TA,PConc,Ex,WD ,Gd,SawyerW,Reg,153000,6684
177,5,20,1,0,1,1092,1962,1962,288.0,6,20,0,11616,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,TA,WD ,TA,Sawyer,Reg,139000,6552
2048,6,50,1,1,1,1913,1928,1950,342.0,9,0,0,7558,RL,Inside,Norm,1Fam,1.5Fin,Gable,Stone,TA,BrkTil,Gd,WD ,TA,Crawfor,Reg,177000,17217
608,6,20,1,0,1,1811,1956,2004,470.0,6,0,0,14115,RL,Inside,Norm,1Fam,1Story,Gable,Stone,TA,PConc,Ex,WD ,Ex,Crawfor,IR1,230000,10866
687,6,20,1,1,0,1141,2005,2005,484.0,6,0,0,13072,RL,Inside,RRAe,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,TA,SawyerW,Reg,142500,6846
297,4,180,1,0,0,988,1973,1973,297.0,5,101,120,1596,RM,Inside,Norm,Twnhs,SLvl,Gable,CmentBd,TA,CBlock,TA,WD ,TA,MeadowV,Reg,91000,4940
1506,5,20,1,0,0,1057,1962,1962,576.0,6,0,0,7420,RL,Inside,Norm,1Fam,1Story,Hip,MetalSd,TA,CBlock,TA,WD ,TA,Sawyer,Reg,132000,6342
425,7,75,1,1,2,1768,1914,1970,320.0,6,341,0,10800,RM,Inside,Norm,1Fam,2.5Unf,Gable,Wd Sdng,TA,BrkTil,Fa,WD ,TA,OldTown,Reg,163000,10608
1037,4,20,1,0,1,864,1971,1971,0.0,5,0,0,10500,RL,FR2,Norm,1Fam,1Story,Gable,HdBoard,TA,CBlock,TA,ConLI,TA,NAmes,Reg,115000,4320
315,4,160,1,1,0,1092,1970,1970,286.0,5,0,0,1533,RM,Inside,Norm,Twnhs,2Story,Gable,CmentBd,TA,CBlock,TA,WD ,TA,MeadowV,Reg,87550,5460
1893,5,30,1,0,0,796,1910,1950,0.0,4,0,328,8777,RL,Inside,Feedr,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,Gd,WD ,TA,Edwards,Reg,85000,3184
1252,4,20,1,0,0,930,1946,2006,308.0,6,0,0,11100,RL,Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,CBlock,Ex,WD ,Gd,Edwards,Reg,84900,5580
576,6,30,1,0,0,816,1930,2007,432.0,5,0,0,5890,RM,Corner,Norm,1Fam,1Story,Gable,Wd Sdng,Gd,BrkTil,Ex,WD ,TA,IDOTRR,Reg,120500,4080
1295,4,30,1,0,0,756,1927,1950,440.0,4,0,80,9259,RL,Corner,Feedr,1Fam,1Story,Gable,Wd Sdng,TA,BrkTil,TA,WD ,TA,Sawyer,Reg,85000,3024
191,8,20,0,1,2,1743,1976,1976,529.0,5,0,646,20064,RL,Inside,Norm,1Fam,1Story,Shed,Wd Sdng,Gd,CBlock,Ex,WD ,Gd,ClearCr,IR1,279000,8715
306,4,20,1,0,0,841,1950,1950,294.0,4,0,250,8400,RH,Inside,Feedr,1Fam,1Story,Gable,AsbShng,Fa,CBlock,Gd,WD ,TA,SawyerW,Reg,82000,3364
1750,6,60,2,1,1,1470,1995,1996,420.0,7,49,192,8139,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Gd,WD ,TA,Gilbert,Reg,165000,10290
1821,7,20,2,0,0,1400,2005,2006,612.0,6,55,144,11024,RL,Corner,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,SawyerW,IR1,186800,8400
1520,5,20,1,0,0,889,1984,1984,484.0,6,0,0,12395,RL,Corner,Norm,1Fam,1Story,Gable,Plywood,TA,CBlock,TA,WD ,TA,Mitchel,Reg,137500,5334
786,8,20,2,0,2,2497,1981,1981,676.0,7,0,266,17778,RL,Inside,Norm,1Fam,1Story,Hip,BrkFace,Gd,CBlock,Gd,WD ,Gd,Veenker,IR1,373000,17479
707,8,60,2,1,1,1911,1993,1994,471.0,8,81,182,9554,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,IR1,215000,15288
1902,5,50,1,0,1,1480,1951,1994,253.0,7,0,0,11100,RL,Inside,Norm,1Fam,1.5Fin,Gable,Wd Sdng,TA,PConc,TA,WD ,TA,Edwards,Reg,136500,10360
1191,4,30,1,0,0,960,1920,1950,308.0,5,0,0,6000,RM,Inside,Norm,1Fam,1Story,Hip,MetalSd,TA,PConc,Gd,WD ,Fa,OldTown,Reg,108500,4800
1720,4,30,1,0,0,672,1941,1950,234.0,4,113,0,9340,RL,Inside,Norm,1Fam,1Story,Hip,MetalSd,TA,CBlock,TA,WD ,TA,Edwards,Reg,113000,2688
335,7,60,2,1,1,2060,1999,1999,390.0,8,0,0,8755,RL,FR2,RRNn,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,IR1,214000,16480
424,6,190,2,0,2,1565,1965,2000,299.0,7,25,200,8800,RL,Inside,RRAn,2fmCon,1Story,Hip,VinylSd,TA,PConc,Ex,WD ,Gd,NAmes,Reg,185900,10955
1016,7,90,2,0,0,1368,1997,1997,784.0,8,48,0,7020,RM,Inside,Norm,Duplex,SFoyer,Gable,MetalSd,TA,PConc,Gd,WD ,TA,Mitchel,Reg,215000,10944
1456,5,60,3,0,0,1588,2007,2007,561.0,8,0,0,10411,FV,Corner,Norm,1Fam,2Story,Gable,VinylSd,Gd,CBlock,Ex,New,Gd,Somerst,Reg,212109,12704
514,4,30,1,0,0,943,1958,1994,308.0,5,0,0,11515,RL,CulDSac,Norm,1Fam,1Story,Gable,HdBoard,TA,Slab,TA,WD ,Gd,Edwards,IR1,80000,4715
1,7,60,2,1,1,2122,1996,1997,559.0,8,74,0,11492,RL,CulDSac,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,SawyerW,IR1,220000,16976
1006,8,60,2,1,1,2452,1998,1999,683.0,9,50,208,16226,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR3,267000,22068
867,9,20,2,0,1,1506,2008,2008,592.0,6,174,0,14587,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Ex,Somerst,IR1,264132,9036
640,7,120,2,0,1,1364,2006,2006,437.0,6,16,100,3087,RL,Inside,Norm,TwnhsE,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Blmngtn,Reg,210250,8184
1482,6,90,2,0,0,1838,1997,1998,721.0,8,67,160,10126,RM,Corner,Norm,Duplex,SFoyer,Gable,VinylSd,TA,PConc,Ex,WD ,TA,CollgCr,Reg,185000,14704
918,5,50,1,0,0,1869,1890,1996,456.0,7,0,48,8820,RM,Corner,Norm,1Fam,1.5Fin,Hip,VinylSd,TA,BrkTil,TA,WD ,TA,OldTown,Reg,124900,13083
1109,6,190,2,0,1,1912,1905,2000,672.0,7,25,0,10800,RM,Inside,Norm,2fmCon,1.5Fin,Gable,Wd Sdng,TA,BrkTil,Ex,WD ,TA,OldTown,Reg,163000,13384
865,7,20,2,0,2,1902,1959,2002,567.0,7,207,0,17500,RL,Inside,PosA,1Fam,1Story,Gable,HdBoard,Gd,PConc,TA,WD ,Ex,Crawfor,Reg,335000,13314
562,5,190,2,0,0,2256,1910,1950,0.0,12,18,0,9045,RM,Inside,Norm,2fmCon,2Story,Gable,MetalSd,TA,BrkTil,Fa,WD ,Fa,OldTown,Reg,76500,27072
767,7,60,2,1,0,1320,2003,2003,400.0,6,48,0,7750,RL,Inside,RRAn,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,Reg,162000,7920
1591,5,30,1,0,2,1072,1940,1950,379.0,5,0,0,7200,RM,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,CBlock,Ex,WD ,TA,OldTown,Reg,130000,5360
1805,4,20,1,0,0,864,1950,1950,528.0,5,0,0,7200,RM,Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,CBlock,Ex,COD,TA,OldTown,Reg,105000,4320
7,5,20,1,0,0,1188,1959,1959,531.0,6,0,0,12160,RL,Inside,Norm,1Fam,1Story,Hip,Plywood,TA,CBlock,Fa,COD,TA,NAmes,IR1,142000,7128
2029,9,20,2,0,1,1978,2007,2007,920.0,7,52,308,12633,RL,Inside,Norm,1Fam,1Story,Hip,CmentBd,Ex,PConc,Ex,WD ,Ex,Timber,IR1,425000,13846
446,6,20,2,0,1,1442,1970,1970,615.0,6,0,371,11717,RL,Inside,PosA,1Fam,1Story,Hip,HdBoard,TA,CBlock,TA,WD ,TA,NWAmes,IR1,185000,8652
682,10,20,2,0,1,2084,2007,2008,1220.0,7,45,188,14803,RL,Inside,PosN,1Fam,1Story,Hip,CmentBd,Ex,PConc,Ex,New,Ex,NridgHt,Reg,385000,14588
351,4,20,1,0,0,704,1946,2001,220.0,4,0,0,4280,RL,Inside,Norm,1Fam,1Story,Gable,MetalSd,TA,CBlock,Ex,WD ,Fa,Sawyer,IR1,88750,2816
1324,8,20,2,1,2,1803,1994,1995,482.0,6,64,129,9892,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,Mitchel,Reg,285000,10818
525,5,20,1,0,0,1342,1951,1951,256.0,7,0,0,9280,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,Ex,WD ,TA,Edwards,Reg,125000,9394
1432,5,90,2,0,0,1632,1967,1967,576.0,8,0,0,25000,RL,Inside,Norm,Duplex,1Story,Gable,Plywood,TA,CBlock,TA,WD ,TA,Mitchel,Reg,143000,13056
1862,5,30,2,0,1,1296,1924,1999,260.0,5,0,0,4853,RL,Inside,Artery,1Fam,1Story,Gable,VinylSd,TA,BrkTil,Fa,WD ,Fa,SWISU,Reg,104000,6480
119,6,60,2,1,0,1764,1997,1997,470.0,7,99,276,15426,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,Gd,CollgCr,IR1,231500,12348
916,9,120,2,0,1,1684,2005,2005,564.0,6,72,495,8849,RL,Inside,Norm,TwnhsE,1Story,Hip,MetalSd,Ex,PConc,Ex,WD ,Ex,NridgHt,IR1,266000,10104
856,7,20,2,0,0,1501,1999,1999,577.0,6,29,144,10335,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,204000,9006
427,6,80,1,0,1,1096,1978,1978,484.0,6,0,168,13014,RL,Inside,Norm,1Fam,SLvl,Gable,Plywood,TA,CBlock,TA,WD ,TA,Sawyer,Reg,157500,6576
706,8,20,2,0,0,1694,2007,2007,818.0,7,228,168,12030,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Ex,PConc,Ex,New,Gd,NridgHt,Reg,318000,11858
1394,5,50,2,0,0,1112,1934,1950,226.0,6,0,0,9780,RL,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,PConc,TA,WD ,TA,Edwards,Reg,63000,6672
1299,8,120,1,1,1,1518,2003,2004,588.0,6,140,185,12677,RL,Inside,Norm,TwnhsE,1Story,Hip,MetalSd,Ex,PConc,Ex,WD ,Ex,NridgHt,IR1,274000,9108
475,8,20,2,0,1,1800,2002,2002,765.0,7,78,270,14331,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,Timber,Reg,312500,12600
1922,6,50,1,0,0,1132,1939,1950,240.0,5,0,0,6000,RM,Inside,Norm,1Fam,1.5Fin,Gable,MetalSd,TA,BrkTil,TA,WD ,TA,BrkSide,Reg,134000,5660
1096,6,60,1,1,1,1400,1978,1978,440.0,6,0,0,7844,RL,Inside,Norm,1Fam,2Story,Hip,HdBoard,TA,CBlock,TA,WD ,TA,Sawyer,Reg,149500,8400
805,6,60,2,1,1,1690,2000,2000,442.0,7,50,0,9487,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,Gilbert,IR1,187000,11830
482,6,60,2,1,0,2087,1966,2007,444.0,9,168,133,12205,RL,Inside,Norm,1Fam,2Story,Gable,HdBoard,TA,CBlock,Gd,WD ,Gd,ClearCr,IR1,187500,18783
812,7,20,2,0,1,1504,1996,1996,478.0,6,66,115,11883,RL,Inside,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,203000,9024
62,7,20,1,1,2,1483,1977,2001,690.0,4,0,496,20062,RL,Inside,Norm,1Fam,1Story,Hip,Wd Sdng,Gd,CBlock,Gd,WD ,TA,ClearCr,IR1,270000,5932
64,5,20,1,0,0,1382,1955,1955,350.0,6,0,280,8750,RL,Inside,Norm,1Fam,1Story,Gable,AsbShng,TA,CBlock,Gd,WD ,Gd,NAmes,Reg,153000,8292
1030,6,60,2,1,1,1690,2000,2000,463.0,7,48,100,8063,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,Gilbert,Reg,181000,11830
512,7,20,2,0,0,1479,1999,2000,577.0,6,25,120,9382,RL,CulDSac,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,191000,8874
1825,7,20,2,0,1,1266,2007,2007,388.0,6,16,100,3710,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Blmngtn,Reg,185485,7596
638,5,90,2,0,0,2002,1949,1950,871.0,8,0,0,6270,RH,Inside,Norm,Duplex,2Story,Gable,MetalSd,TA,CBlock,TA,WD ,TA,Crawfor,Reg,145000,16016
955,5,20,1,0,0,789,1948,1950,250.0,5,0,0,6000,RM,Inside,Norm,1Fam,1Story,Gable,VinylSd,TA,CBlock,Ex,WD ,TA,OldTown,Reg,115000,3945
913,6,20,3,0,2,2515,1957,1975,484.0,9,0,0,32668,RL,CulDSac,Norm,1Fam,1Story,Hip,Stone,Gd,PConc,TA,WD ,TA,Crawfor,IR1,200624,22635
310,8,20,2,0,1,1786,2002,2003,715.0,6,35,182,14860,RL,CulDSac,Norm,1Fam,1Story,Hip,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR2,300000,10716
368,5,20,2,0,0,1128,1963,1963,525.0,6,20,192,8700,RL,Inside,Norm,1Fam,1Story,Hip,MetalSd,TA,CBlock,Gd,WD ,TA,NAmes,Reg,155000,6768
398,9,60,2,1,1,2334,2009,2010,751.0,10,133,144,12858,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Ex,PConc,Ex,New,Ex,NridgHt,IR1,376162,23340
1833,5,80,1,0,0,1183,1959,1959,288.0,6,0,0,8000,RL,Inside,Norm,1Fam,SLvl,Gable,Plywood,TA,CBlock,TA,WD ,TA,NAmes,Reg,138000,7098
138,10,60,3,1,1,3390,2006,2006,758.0,10,34,204,18062,RL,CulDSac,Norm,1Fam,2Story,Hip,CmentBd,Ex,PConc,Ex,New,Ex,StoneBr,IR1,545224,33900
136,5,50,1,0,0,1020,1875,1996,0.0,6,0,0,6342,RL,Inside,Feedr,1Fam,1.5Fin,Gable,VinylSd,TA,CBlock,Gd,WD ,TA,Sawyer,Reg,94000,6120
1768,6,60,1,1,1,1977,1964,1978,540.0,9,52,0,9500,RL,Corner,Artery,1Fam,2Story,Gable,VinylSd,TA,CBlock,TA,WD ,TA,NAmes,Reg,165000,17793
169,5,85,1,0,0,1126,1984,1984,506.0,5,0,178,7400,RL,CulDSac,Norm,1Fam,SFoyer,Gable,VinylSd,TA,PConc,TA,WD ,TA,Sawyer,IR1,152000,5630
830,5,20,1,1,0,1180,1970,1970,477.0,6,45,0,7830,RL,Inside,Norm,1Fam,1Story,Gable,HdBoard,TA,CBlock,TA,COD,TA,NAmes,IR1,128000,7080
1114,5,85,2,0,1,1280,1966,1966,432.0,6,40,140,10050,RL,Inside,Norm,1Fam,SFoyer,Gable,HdBoard,TA,CBlock,Ex,WD ,TA,NAmes,IR1,175000,7680
343,6,190,1,0,0,1095,1958,1958,264.0,6,0,0,10382,RL,Inside,Norm,2fmCon,SLvl,Hip,HdBoard,TA,CBlock,TA,ConLD,TA,NAmes,Reg,140000,6570
1830,6,160,1,1,2,1266,1980,1980,283.0,5,0,340,8012,RL,Inside,Norm,TwnhsE,2Story,Gable,Plywood,TA,CBlock,Ex,WD ,TA,SawyerW,Reg,128000,6330
5,6,20,2,1,1,1888,1966,2002,578.0,6,0,0,16492,RL,Corner,PosA,1Fam,1Story,Gable,Plywood,Gd,CBlock,Ex,WD ,Gd,NAmes,IR1,190000,11328
435,7,20,2,0,0,1187,1992,1993,420.0,6,21,0,9556,RL,Corner,Norm,1Fam,1Story,Gable,HdBoard,TA,PConc,Gd,WD ,Gd,Gilbert,IR1,160000,7122
109,7,160,2,1,0,1626,2003,2003,474.0,6,27,0,2628,RL,Inside,Norm,Twnhs,2Story,Gable,Wd Shng,Gd,PConc,Ex,WD ,Gd,NridgHt,Reg,175500,9756
1429,4,30,1,0,0,796,1922,1950,0.0,5,0,0,3636,RM,Inside,Norm,1Fam,1Story,Gable,AsbShng,TA,BrkTil,Fa,WD ,TA,IDOTRR,Reg,55000,3980
1388,5,20,1,1,0,1568,1967,1967,440.0,7,40,160,9600,RL,Inside,Norm,1Fam,1Story,Hip,HdBoard,TA,CBlock,TA,COD,TA,NAmes,Reg,143000,10976
192,6,20,2,0,2,1567,1977,1977,714.0,5,32,264,9819,RL,Inside,Norm,1Fam,1Story,Gable,ImStucc,TA,PConc,TA,WD ,Gd,Mitchel,IR1,196000,7835
1860,5,20,1,0,1,1089,1954,1954,252.0,5,0,328,7440,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,TA,WD ,TA,Edwards,Reg,125000,5445
2010,3,30,1,0,0,729,1945,1950,0.0,5,0,0,12366,C (all),Inside,Feedr,1Fam,1Story,Gable,Wd Sdng,TA,Slab,TA,WD ,TA,IDOTRR,Reg,51689,3645
1650,6,20,2,0,1,1116,1974,1974,528.0,6,0,0,10140,RL,Inside,Norm,1Fam,1Story,Hip,Plywood,TA,CBlock,Ex,WD ,TA,NWAmes,Reg,167900,6696
1451,5,90,2,0,0,1800,1961,1961,0.0,10,0,0,8513,RL,Corner,Artery,Duplex,1Story,Gable,Wd Sdng,TA,CBlock,TA,WD ,TA,NAmes,Reg,130000,18000
1061,7,20,2,0,0,1337,2003,2003,531.0,6,39,0,8450,RL,Inside,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,Reg,185000,8022
1698,6,70,1,0,0,1324,1920,1993,180.0,6,0,0,3068,RM,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,BrkTil,Ex,WD ,TA,OldTown,Reg,122000,7944
1733,6,60,2,1,1,1647,1999,2000,460.0,7,40,0,7917,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,TA,PConc,Ex,WD ,TA,Gilbert,Reg,175000,11529
1262,6,60,2,1,1,1499,1995,1995,473.0,6,91,413,12438,RL,Inside,PosN,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,CollgCr,IR1,187000,8994
1068,6,70,1,1,0,1470,1922,1994,624.0,6,0,0,10560,RM,Inside,Norm,1Fam,2Story,Gable,Wd Sdng,TA,CBlock,Ex,WD ,TA,OldTown,Reg,140750,8820
503,4,20,1,0,0,936,1953,1953,576.0,4,32,0,6000,RM,Inside,Norm,2fmCon,1Story,Gable,MetalSd,Fa,CBlock,TA,WD ,TA,OldTown,Reg,93000,3744
605,7,20,2,0,1,1200,1966,1966,440.0,6,0,0,8800,RL,Inside,Norm,1Fam,1Story,Hip,Plywood,TA,CBlock,Ex,CWD,TA,NAmes,Reg,163500,7200
1005,6,120,2,0,1,923,1980,1980,264.0,5,0,80,8012,RL,Inside,Norm,TwnhsE,1Story,Gable,Plywood,TA,CBlock,TA,WD ,TA,SawyerW,Reg,143000,4615
690,5,190,1,0,0,1282,1942,1979,240.0,4,88,0,4484,RL,Corner,Norm,2fmCon,1.5Fin,Gable,Plywood,TA,CBlock,TA,WD ,TA,SWISU,IR1,108500,5128
735,6,60,2,1,0,1504,2007,2007,440.0,6,32,100,8229,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Gilbert,IR1,166000,9024
1933,5,60,2,0,1,2320,1948,1950,672.0,7,144,120,14762,RL,Corner,Feedr,1Fam,2Story,Gable,Plywood,TA,Slab,Gd,WD ,TA,Gilbert,IR2,169000,16240
1042,5,50,2,0,0,1308,1915,1978,400.0,6,0,0,10320,RM,Inside,Norm,1Fam,1.5Fin,Gable,HdBoard,TA,BrkTil,Gd,WD ,TA,IDOTRR,Reg,120000,7848
364,8,20,2,0,1,1542,2007,2007,852.0,6,110,168,11830,RL,Inside,Feedr,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,New,Gd,Somerst,Reg,260261,9252
1213,5,20,1,0,0,732,1952,1952,240.0,4,68,0,7200,RL,Corner,Norm,1Fam,1Story,Gable,MetalSd,TA,CBlock,TA,WD ,TA,NAmes,Reg,118900,2928
1770,5,20,2,0,0,1298,1964,1964,504.0,5,144,0,11200,RL,CulDSac,Norm,1Fam,1Story,Gable,Wd Sdng,TA,CBlock,Ex,COD,TA,Edwards,IR1,114000,6490
1765,7,50,1,1,2,1818,1931,1950,240.0,7,0,0,7758,RM,Corner,Norm,1Fam,1.5Fin,Gable,Stucco,TA,PConc,Ex,WD ,TA,IDOTRR,Reg,169500,12726
1951,8,20,2,0,1,1685,2006,2006,658.0,5,63,112,11824,FV,Corner,Norm,1Fam,1Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Somerst,IR1,253000,8425
1904,5,20,1,0,0,1148,1952,1952,308.0,6,0,0,6420,RL,Inside,Norm,1Fam,1Story,Gable,Wd Sdng,TA,PConc,Fa,WD ,TA,Edwards,IR1,123500,6888
782,6,40,2,0,0,1616,1926,2004,216.0,5,0,0,5400,RM,Corner,Norm,1Fam,1Story,Gable,MetalSd,TA,BrkTil,Gd,WD ,Gd,OldTown,Reg,152000,8080
1221,8,20,2,0,1,1578,2008,2009,840.0,7,36,0,9262,RL,Inside,Norm,1Fam,1Story,Gable,CmentBd,Gd,PConc,Ex,New,Ex,Somerst,Reg,287090,11046
395,6,160,1,1,0,948,1972,1972,264.0,5,0,0,1680,RM,Inside,Norm,Twnhs,2Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,BrDale,Reg,89000,4740
1384,4,190,2,0,0,1701,1920,1950,0.0,8,0,0,7627,RM,Corner,Artery,2fmCon,2Story,Gable,AsbShng,Fa,BrkTil,Gd,WD ,Fa,OldTown,Reg,94550,13608
1459,8,60,2,1,1,2234,2000,2000,768.0,7,50,0,9545,RL,Corner,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,NoRidge,Reg,300000,15638
1031,5,20,1,0,0,825,1955,1995,720.0,4,50,140,8235,RM,Inside,Feedr,1Fam,1Story,Gable,MetalSd,TA,CBlock,TA,WD ,TA,OldTown,IR1,125000,3300
314,5,20,1,1,1,1696,1962,1962,349.0,8,30,0,13673,RL,CulDSac,RRAe,1Fam,1Story,Gable,HdBoard,TA,CBlock,TA,WD ,TA,Sawyer,IR1,143900,13568
176,6,60,2,1,1,1509,2002,2003,393.0,7,75,100,7861,RL,Inside,Norm,1Fam,2Story,Gable,VinylSd,Gd,PConc,Ex,WD ,Gd,Gilbert,IR1,183200,10563
1376,5,70,1,1,0,1964,1911,1950,0.0,7,192,0,8525,RH,Inside,Norm,1Fam,2Story,Gable,MetalSd,TA,PConc,TA,WD ,TA,SWISU,Reg,130000,13748
